Date,Close,lag_1_price,lag_1_log_return,lag_7_price,lag_7_log_return,lag_14_price,lag_14_log_return
2023-06-20,2190000.0,,,,,,
2023-06-21,2140000.0,2190000.0,-0.023095714794649395,,,,
2023-06-26,2140000.0,,,,,,
2023-06-27,2110000.0,2140000.0,-0.014117881545784932,2190000.0,-0.03721359634043432,,
2023-06-28,2110000.0,2110000.0,0.0,2140000.0,-0.014117881545784932,,
2023-06-29,2110000.0,2110000.0,0.0,,,,
2023-06-30,2110000.0,2110000.0,0.0,,,,
2023-07-03,2110000.0,,,2140000.0,-0.014117881545784932,,
2023-07-04,2110000.0,2110000.0,0.0,2110000.0,0.0,2190000.0,-0.03721359634043432
2023-07-05,2060000.0,2110000.0,-0.02398196468648544,2110000.0,-0.02398196468648544,2140000.0,-0.038099846232270404
2023-07-06,2000000.0,2060000.0,-0.02955880224154439,2110000.0,-0.0535407669280298,,
2023-07-07,1940000.0,2000000.0,-0.030459207484708574,2110000.0,-0.08399997441273842,,
2023-07-10,1940000.0,,,2110000.0,-0.08399997441273842,2140000.0,-0.09811785595852336
2023-07-11,1910000.0,1940000.0,-0.015584731016698203,2110000.0,-0.0995847054294366,2110000.0,-0.0995847054294366
2023-07-12,1910000.0,1910000.0,0.0,2060000.0,-0.07560274074295117,2110000.0,-0.0995847054294366
2023-07-13,1910000.0,1910000.0,0.0,2000000.0,-0.046043938501406846,2110000.0,-0.0995847054294366
2023-07-14,1910000.0,1910000.0,0.0,1940000.0,-0.015584731016698203,2110000.0,-0.0995847054294366
2023-07-17,1910000.0,,,1940000.0,-0.015584731016698203,2110000.0,-0.0995847054294366
2023-07-18,1860000.0,1910000.0,-0.026526754333428597,1910000.0,-0.026526754333428597,2110000.0,-0.12611145976286525
